Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-08-01,Mirai,2018,https://boxd.it/1hlztv,3,,,2020-08-01
2020-08-02,Portrait of a Lady on Fire,2019,https://boxd.it/1hq5nH,4.5,,,2020-08-01
2020-08-02,Mishima: A Life in Four Chapters,1985,https://boxd.it/1hrupF,4.5,,,2020-08-01
2020-08-02,Melancholia,2011,https://boxd.it/1hs6nd,2.5,,,2020-08-02
2020-08-03,Stalker,1979,https://boxd.it/1hyWh9,5,,,2020-08-02
2020-08-03,Frances Ha,2012,https://boxd.it/1hzpwd,4,,,2020-08-03
2020-08-04,Andrei Rublev,1966,https://boxd.it/1hE06f,5,,,2020-08-03
2020-08-04,Mirror,1975,https://boxd.it/1hEXhB,4,,,2020-08-03
2020-08-04,Swiss Army Man,2016,https://boxd.it/1hFr6D,3.5,,,2020-08-04
2020-08-05,My Life as a Zucchini,2016,https://boxd.it/1hLB1b,4,Yes,,2020-08-04
2020-08-05,The Breadwinner,2017,https://boxd.it/1hM7lx,3.5,,,2020-08-05
2020-08-06,The Sacrifice,1986,https://boxd.it/1hPQ4n,4,,w/ lukas,2020-08-05
2020-08-06,The Night Comes for Us,2018,https://boxd.it/1hQOUN,,Yes,,2020-08-05
2020-08-07,Shoplifters,2018,https://boxd.it/1hUWL3,4,,,2020-08-06
2020-08-07,House,1977,https://boxd.it/1hWRpF,,,w/ lukas,2020-08-06
2020-08-08,April and the Extraordinary World,2015,https://boxd.it/1i1p1Z,3.5,,,2020-08-07
2020-08-08,The Steamroller and the Violin,1961,https://boxd.it/1i1K7T,3.5,,,2020-08-07
2020-08-08,Mountain,2017,https://boxd.it/1i2OXh,3,,,2020-08-07
2020-08-08,Where Is the Friend's House?,1987,https://boxd.it/1i3Fbv,4.5,,,2020-08-07
2020-08-09,9,2009,https://boxd.it/1ibmi9,3,,,2020-08-09
2020-08-10,Idiots and Angels,2008,https://boxd.it/1igggV,3.5,,,2020-08-09
2020-08-10,Palm Springs,2020,https://boxd.it/1iin8j,4,,w/ lukas,2020-08-09
2020-08-10,Cheatin',2013,https://boxd.it/1iiKuH,2.5,,,2020-08-10
2020-08-11,She's Gotta Have It,1986,https://boxd.it/1inIBL,3.5,,,2020-08-10
2020-08-12,Once Upon a Time… in Hollywood,2019,https://boxd.it/1isS27,4,,w/ lukas,2020-08-11
2020-08-12,No Country for Old Men,2007,https://boxd.it/1iuVsL,5,Yes,w/ lukas,2020-08-11
2020-08-12,Creep,2014,https://boxd.it/1ivsFD,3,,,2020-08-11
2020-08-13,Burn After Reading,2008,https://boxd.it/1izcnL,3.5,,,2020-08-12
2020-08-13,Eraserhead,1977,https://boxd.it/1izU6J,4,,,2020-08-12
2020-08-14,Brazil,1985,https://boxd.it/1iHP6F,4.5,,w/ lukas,2020-08-13
2020-08-15,Mad Max,1979,https://boxd.it/1iKW3z,3.5,,,2020-08-14
2020-08-15,The Vanishing,1988,https://boxd.it/1iNCGd,4,,,2020-08-14
2020-08-16,First Reformed,2017,https://boxd.it/1iUMfv,5,,,2020-08-15
2020-08-17,You Were Never Really Here,2017,https://boxd.it/1j01f1,4,,,2020-08-16
2020-08-17,The Lighthouse,2019,https://boxd.it/1j2t45,5,,w/ lukas,2020-08-16
2020-08-18,High Life,2018,https://boxd.it/1j6LFh,4,,,2020-08-17
2020-08-18,mid90s,2018,https://boxd.it/1j9tyX,3.5,,,2020-08-18
2020-08-19,Honey Boy,2019,https://boxd.it/1jcmSH,4,,,2020-08-18
2020-08-24,Inside Llewyn Davis,2013,https://boxd.it/1jK6bv,5,,,2020-08-23
2020-08-25,La La Land,2016,https://boxd.it/1jQBeR,4.5,,,2020-08-24
2020-08-26,Black Mirror: White Christmas,2014,https://boxd.it/1jUiq3,4,Yes,,2020-08-25
2020-08-26,Step Brothers,2008,https://boxd.it/1jWNKd,,,w/ lukas,2020-08-26
2020-08-27,Sunset Boulevard,1950,https://boxd.it/1k0UPH,4,,,2020-08-26
2020-08-27,The Handmaiden,2016,https://boxd.it/1k2NzL,4.5,,,2020-08-27
2020-08-27,Climax,2018,https://boxd.it/1k38wN,4,,w/ lukas,2020-08-27
2020-08-28,Anima,2019,https://boxd.it/1k9r8R,,,,2020-08-28
2020-08-30,Inception,2010,https://boxd.it/1kn8c9,4.5,,,2020-08-29
2020-08-31,The Young and the Damned,1950,https://boxd.it/1ksQ0B,3.5,,,2020-08-30
2020-08-31,Hereditary,2018,https://boxd.it/1kvaG7,4.5,,,2020-08-31
2020-09-01,The Witch,2015,https://boxd.it/1kBcth,4,,,2020-08-31
2020-09-02,The Master,2012,https://boxd.it/1kHUub,4.5,,,2020-09-02
2020-09-03,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1kOiXt,5,Yes,,2020-09-03
2020-09-04,Persona,1966,https://boxd.it/1kTr0v,5,,,2020-09-03
2020-09-05,I'm Thinking of Ending Things,2020,https://boxd.it/1kXjav,4,,w/ lukas,2020-09-04
2020-09-05,La Haine,1995,https://boxd.it/1kZUO7,4.5,,,2020-09-04
2020-09-06,Ivan's Childhood,1962,https://boxd.it/1l764p,4.5,,,2020-09-05
2020-09-07,Project Power,2020,https://boxd.it/1ldnsP,2,,,2020-09-06
2020-09-07,The Face of Another,1966,https://boxd.it/1lfvdR,3.5,,,2020-09-06
2020-09-08,Three Colours: Red,1994,https://boxd.it/1ljwLj,4.5,,w/ lukas,2020-09-07
2020-09-08,The Willoughbys,2020,https://boxd.it/1lliNT,3,,,2020-09-07
2020-09-08,Due Date,2010,https://boxd.it/1ln2ip,,,w/ lukas,2020-09-08
2020-09-09,Get Duked!,2019,https://boxd.it/1ltjQZ,3.5,,,2020-09-09
2020-09-10,Three Colours: Blue,1993,https://boxd.it/1lygIX,4,,w/ lukas,2020-09-09
2020-09-10,Suspiria,2018,https://boxd.it/1lyYgN,4,,,2020-09-10
2020-09-11,Blow the Man Down,2019,https://boxd.it/1lCyVN,3.5,,,2020-09-10
2020-09-11,Guns Akimbo,2019,https://boxd.it/1lDgnl,1,,,2020-09-10
2020-09-11,Ghost in the Shell,1995,https://boxd.it/1lEnZ9,4,,,2020-09-10
2020-09-12,Paterson,2016,https://boxd.it/1lIEon,4,,,2020-09-11
2020-09-12,The Interview,2014,https://boxd.it/1lLcqh,,,w/ lukas,2020-09-12
2020-09-13,Cries and Whispers,1972,https://boxd.it/1lRx8P,4.5,,,2020-09-12
2020-09-15,Being John Malkovich,1999,https://boxd.it/1m5d5z,4,,,2020-09-14
2020-09-16,Winter Light,1963,https://boxd.it/1mb7Eb,4,,,2020-09-15
2020-09-23,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/1mTK8V,4.5,,,2020-09-22
2020-09-25,Punch-Drunk Love,2002,https://boxd.it/1n4ESb,4.5,,,2020-09-24
2020-09-28,Requiem for a Dream,2000,https://boxd.it/1np1bJ,4,,,2020-09-27
2020-10-02,Persona,1966,https://boxd.it/1nLxUP,5,Yes,,2020-10-01
2020-10-07,We Need to Talk About Kevin,2011,https://boxd.it/1okTXB,4,,,2020-10-06
2020-10-08,Drive,2011,https://boxd.it/1orsmx,4.5,Yes,,2020-10-07
2020-10-09,In This Corner of the World,2016,https://boxd.it/1oxTZX,3.5,,,2020-10-09
2020-10-11,Enola Holmes,2020,https://boxd.it/1oLXCV,2,,w/ lukas,2020-10-10
2020-10-12,Halloween,1978,https://boxd.it/1oTmIj,3.5,,w/ lukas,2020-10-11
2020-10-13,Inside Llewyn Davis,2013,https://boxd.it/1oZjNH,5,Yes,w/ lukas,2020-10-12
2020-10-14,Ichi the Killer,2001,https://boxd.it/1p65Nx,3.5,,w/ lukas,2020-10-13
2020-10-16,Mandy,2018,https://boxd.it/1phn7B,4,,w/ lukas,2020-10-15
2020-10-18,Enter the Void,2009,https://boxd.it/1pusS9,4.5,,,2020-10-17
2020-10-26,Borat Subsequent Moviefilm,2020,https://boxd.it/1qn9pH,3.5,,w/ lukas,2020-10-25
2020-11-08,A Clockwork Orange,1971,https://boxd.it/1rSWfR,4,Yes,,2020-11-08
2020-11-11,The Pirates! In an Adventure with Scientists!,2012,https://boxd.it/1saZ4t,3.5,,w/ lukas,2020-11-10
2020-11-11,Lost in Translation,2003,https://boxd.it/1sbMn5,4.5,,,2020-11-11
2020-11-12,A Shaun the Sheep Movie: Farmageddon,2019,https://boxd.it/1sfSTp,3.5,,w/ lukas,2020-11-11
2020-11-12,Twin Peaks,1989,https://boxd.it/1sgRQV,,,,2020-11-11
2020-11-13,The Lego Movie,2014,https://boxd.it/1smAsp,4,,w/ lukas,2020-11-12
2020-11-14,Pokémon Detective Pikachu,2019,https://boxd.it/1ssdv3,2,,w/ lukas,2020-11-13
2020-11-14,Invader Zim: Enter the Florpus,2019,https://boxd.it/1sstUj,4,,,2020-11-14
2020-11-15,The Red Turtle,2016,https://boxd.it/1sytQX,4,,,2020-11-14
2020-11-15,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/1szHUV,4.5,,,2020-11-14
2020-11-16,The Squid and the Whale,2005,https://boxd.it/1sFzZl,3.5,,,2020-11-15
2020-11-17,Children of Men,2006,https://boxd.it/1sLeGz,4.5,,,2020-11-16
2020-11-17,Paddleton,2019,https://boxd.it/1sMtMJ,3.5,,,2020-11-16
2020-11-18,Dick Johnson Is Dead,2020,https://boxd.it/1sSghv,3.5,,,2020-11-17
2020-11-18,The Platform,2019,https://boxd.it/1sSE75,3.5,,,2020-11-17
2020-11-19,Fantastic Mr. Fox,2009,https://boxd.it/1sVHIp,4.5,Yes,,2020-11-18
2020-11-19,L'Argent,1983,https://boxd.it/1sXQjd,4,,,2020-11-18
2020-11-20,Isle of Dogs,2018,https://boxd.it/1t3Xs9,4,Yes,on phone,2020-11-20
2020-11-26,#Alive,2020,https://boxd.it/1tHVBD,3,,,2020-11-25
2020-11-27,The Croods,2013,https://boxd.it/1tLZgx,2.5,,on phone,2020-11-26
2020-11-27,Song of the Sea,2014,https://boxd.it/1tLZsX,4,Yes,on phone,2020-11-26
2020-11-27,His House,2020,https://boxd.it/1tNwwv,3.5,,,2020-11-26
2020-11-28,The Royal Tenenbaums,2001,https://boxd.it/1tWeRj,4,,w/ lukas,2020-11-28
2020-11-29,Rushmore,1998,https://boxd.it/1u3URT,4,,,2020-11-28
2020-11-30,The Life Aquatic with Steve Zissou,2004,https://boxd.it/1ucsBL,3.5,,,2020-11-29
2020-12-01,The Last Black Man in San Francisco,2019,https://boxd.it/1ujiGv,4,,,2020-11-30
2020-12-02,The Neon Demon,2016,https://boxd.it/1upVOv,,,,2020-12-02
2020-12-03,Polytechnique,2009,https://boxd.it/1urWoH,2.5,,,2020-12-02
2020-12-03,Enter the Void,2009,https://boxd.it/1uvxLT,4.5,Yes,"blu-ray, w/ lukas",2020-12-03
2020-12-04,Lovers Rock,2020,https://boxd.it/1uBHg9,3.5,,,2020-12-03
2020-12-05,Klaus,2019,https://boxd.it/1uJ92X,4,,w/ lukas,2020-12-05
2020-12-06,Sound of Metal,2019,https://boxd.it/1uRhs1,4.5,,w/ lukas,2020-12-05
2020-12-07,Manchester by the Sea,2016,https://boxd.it/1uZMjP,5,,,2020-12-06
2020-12-08,The Usual Suspects,1995,https://boxd.it/1v6LnZ,,,,2020-12-07
2020-12-09,The Killing,1956,https://boxd.it/1vcBfj,3.5,,,2020-12-08
2020-12-09,"Red, White and Blue",2020,https://boxd.it/1vd64h,3.5,,,2020-12-08
2020-12-10,Harold and Maude,1971,https://boxd.it/1vfGit,3,,,2020-12-09
2020-12-10,Reservoir Dogs,1992,https://boxd.it/1via5N,4.5,Yes,,2020-12-09
2020-12-10,Call Me by Your Name,2017,https://boxd.it/1vjeA3,4.5,,"w/ lukas, blu-ray",2020-12-09
2020-12-11,Princess Mononoke,1997,https://boxd.it/1vnSep,5,Yes,w/ lukas,2020-12-10
2020-12-11,"O Brother, Where Art Thou?",2000,https://boxd.it/1voyEz,4,,,2020-12-10
2020-12-12,Cold War,2018,https://boxd.it/1vv0Gb,5,Yes,,2020-12-11
2020-12-12,Alex Wheatle,2020,https://boxd.it/1vvgLh,3,,,2020-12-12
2020-12-14,Hard Eight,1996,https://boxd.it/1vLqmj,3.5,,,2020-12-13
2020-12-15,The Virgin Suicides,1999,https://boxd.it/1vRJBf,3,,,2020-12-14
2020-12-16,Night of the Living Dead,1968,https://boxd.it/1vXYwh,3.5,,,2020-12-15
2020-12-17,Mangrove,2020,https://boxd.it/1w0GJt,4,,,2020-12-16
2020-12-17,Amélie,2001,https://boxd.it/1w2Km3,4,,,2020-12-16
2020-12-17,Opera,1987,https://boxd.it/1w3Km5,3.5,,,2020-12-16
2020-12-18,Education,2020,https://boxd.it/1wayn5,3,,,2020-12-17
2020-12-19,The Fog,1980,https://boxd.it/1whzu1,2.5,,,2020-12-18
2020-12-19,Ernest & Celestine,2012,https://boxd.it/1whRjP,4.5,,,2020-12-19
2020-12-20,Swans: Where Does a Body End?,2019,https://boxd.it/1wpSCJ,3.5,,,2020-12-20
2020-12-21,ThanksKilling,2008,https://boxd.it/1wvHwn,,,,2020-12-20
2020-12-21,Deep Red,1975,https://boxd.it/1wy8A1,3,,,2020-12-20
2020-12-21,Evil Dead II,1987,https://boxd.it/1wywEB,5,,,2020-12-21
2020-12-22,The Slumber Party Massacre,1982,https://boxd.it/1wCUHH,3,,,2020-12-21
2020-12-22,Stranger Than Paradise,1984,https://boxd.it/1wEfBn,4.5,,,2020-12-21
2020-12-22,Solaris,1972,https://boxd.it/1wGutx,4.5,,,2020-12-22
2020-12-23,Ma Rainey's Black Bottom,2020,https://boxd.it/1wKK05,3.5,,,2020-12-22
2020-12-23,2001: A Space Odyssey,1968,https://boxd.it/1wOq2j,4,,,2020-12-23
2020-12-24,Never Rarely Sometimes Always,2020,https://boxd.it/1wVbaL,4,,,2020-12-23
2020-12-24,Time,2020,https://boxd.it/1wVXkf,4,,,2020-12-23
2020-12-26,Soul,2020,https://boxd.it/1xfRSZ,4.5,,w/ lukas,2020-12-25
2020-12-27,Tigertail,2020,https://boxd.it/1xkFD9,3.5,,,2020-12-26
2020-12-27,City of God,2002,https://boxd.it/1xrhIN,4.5,,,2020-12-26
2020-12-27,Over the Moon,2020,https://boxd.it/1xrW8B,2,,,2020-12-27
2020-12-28,On the Rocks,2020,https://boxd.it/1xzS4L,3.5,,,2020-12-27
2020-12-28,Wolfwalkers,2020,https://boxd.it/1xCY0r,4,,w/ lukas,2020-12-27
2020-12-28,Le Samouraï,1967,https://boxd.it/1xE6CF,4.5,,,2020-12-27
2020-12-29,Autumn Sonata,1978,https://boxd.it/1xJaf1,4,,,2020-12-28
2020-12-29,Videodrome,1983,https://boxd.it/1xOebH,4.5,,"w/ lukas, blu-ray",2020-12-28
2020-12-29,In the Mood for Love,2000,https://boxd.it/1xOTTl,4,,,2020-12-28
2020-12-30,Before Sunrise,1995,https://boxd.it/1xTSeB,3.5,,,2020-12-29
2020-12-30,Before Sunset,2004,https://boxd.it/1xVQW1,3.5,,,2020-12-29
2020-12-30,The Grand Budapest Hotel,2014,https://boxd.it/1xYJtx,5,,"w/ lukas, blu-ray",2020-12-29
2020-12-31,The 400 Blows,1959,https://boxd.it/1y5Jit,4,,,2020-12-30
2020-12-31,Da 5 Bloods,2020,https://boxd.it/1y9id5,,,,2020-12-31
2021-01-01,Mulholland Drive,2001,https://boxd.it/1yfof9,4.5,,"w/ lukas, blu-ray",2020-12-31
2021-01-01,Phantom Thread,2017,https://boxd.it/1yi94L,5,,,2020-12-31
2021-01-02,The Master,2012,https://boxd.it/1yoK4l,4,Yes,,2021-01-01
2021-01-02,20th Century Women,2016,https://boxd.it/1yutvh,4,,,2021-01-01
2021-01-02,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/1yx3Kh,4,,,2021-01-02
2021-01-03,Django Unchained,2012,https://boxd.it/1yLmCf,3.5,,,2021-01-03
2021-01-04,The Hateful Eight,2015,https://boxd.it/1yXVXh,4,,,2021-01-03
2021-01-05,The Departed,2006,https://boxd.it/1z8c1f,4,Yes,,2021-01-04
2021-01-06,The Evil Dead,1981,https://boxd.it/1zgdPh,3.5,,,2021-01-05
2021-01-06,The Holy Mountain,1973,https://boxd.it/1zhaPP,3.5,,,2021-01-05
2021-01-07,Kill la Kill,2013,https://boxd.it/1zkIdB,3,,on phone,2021-01-06
2021-01-07,Ida,2013,https://boxd.it/1zodnX,3.5,,,2021-01-06
2021-01-08,Funny Games,1997,https://boxd.it/1zvkWp,4,,w/ lukas,2021-01-07
2021-01-09,The Turin Horse,2011,https://boxd.it/1zGUtP,4.5,,,2021-01-09
2021-01-10,Evil Dead II,1987,https://boxd.it/1zNSnT,5,Yes,"blu-ray, w/ lukas",2021-01-09
2021-01-10,The Irishman,2019,https://boxd.it/1zRHDT,4,,,2021-01-10
2021-01-11,Mank,2020,https://boxd.it/1zZ45T,3,,,2021-01-10
2021-01-12,Cold War,2018,https://boxd.it/1Aa7cP,5,Yes,"blu-ray, w/ lukas",2021-01-11
2021-01-12,Death Note,2006,https://boxd.it/1AaBPH,4,,,2021-01-11
2021-01-13,Death Note,2017,https://boxd.it/1AgMO3,0.5,,,2021-01-12
2021-01-13,Eraserhead,1977,https://boxd.it/1AjecZ,4.5,Yes,"w/ lukas, blu-ray",2021-01-12
2021-01-13,A Serious Man,2009,https://boxd.it/1Akz45,3.5,,,2021-01-12
2021-01-14,Hubie Halloween,2020,https://boxd.it/1AtC5t,2,,,2021-01-13
2021-01-14,"Hail, Caesar!",2016,https://boxd.it/1AuEep,3,,,2021-01-13
2021-01-15,Extraction,2020,https://boxd.it/1AzWaP,,,,2021-01-14
2021-01-15,Carol,2015,https://boxd.it/1AE6wT,3,,,2021-01-14
2021-01-16,Violet Evergarden,2018,https://boxd.it/1AHHOL,2.5,,,2021-01-15
2021-01-16,We Can Be Heroes,2020,https://boxd.it/1AIGIT,2.5,,,2021-01-15
2021-01-16,"Violet Evergarden: The Day You Will Understand ""Love"" Will Surely Come",2018,https://boxd.it/1AJuML,3,,,2021-01-15
2021-01-16,Blue Velvet,1986,https://boxd.it/1AOrTp,4,,"w/ lukas, blu-ray",2021-01-15
2021-01-17,Superbad,2007,https://boxd.it/1AYJnh,4.5,,,2021-01-16
2021-01-17,Night on Earth,1991,https://boxd.it/1B0kS9,4,,,2021-01-17
2021-01-18,Beastie Boys Story,2020,https://boxd.it/1Bacv7,4,,w/ lukas,2021-01-17
2021-01-19,American Honey,2016,https://boxd.it/1BjZzb,3.5,,,2021-01-18
2021-01-20,Whiplash,2014,https://boxd.it/1BsezB,4.5,Yes,w/ lukas,2021-01-19
2021-01-21,Eraserhead,1977,https://boxd.it/1BxwSV,5,Yes,blu-ray,2021-01-20
2021-01-21,Violet Evergarden: Eternity and the Auto Memory Doll,2019,https://boxd.it/1BAS5R,3.5,,,2021-01-20
2021-01-22,The Ballad of Buster Scruggs,2018,https://boxd.it/1BIh9X,3.5,,,2021-01-21
2021-01-23,All Dogs Go to Heaven,1989,https://boxd.it/1BMLoV,3,,,2021-01-22
2021-01-23,Stalker,1979,https://boxd.it/1BRqHd,5,Yes,"blu-ray, w/ lukas",2021-01-23
2021-01-24,The Queen's Gambit,2020,https://boxd.it/1BYgDT,3.5,,,2021-01-23
2021-01-24,La Haine,1995,https://boxd.it/1C1BlH,5,Yes,w/ lukas,2021-01-23
2021-01-24,Modest Heroes,2018,https://boxd.it/1C2cJV,3.5,,,2021-01-24
2021-01-25,Beau Travail,1999,https://boxd.it/1C7CXJ,5,,,2021-01-24
2021-01-25,Kuroneko,1968,https://boxd.it/1Ccj3d,3.5,,w/ lukas,2021-01-24
2021-01-26,Killer Klowns from Outer Space,1988,https://boxd.it/1CfVa3,3.5,,,2021-01-25
2021-01-26,Tampopo,1985,https://boxd.it/1CjKdD,4,,w/ lukas,2021-01-25
2021-01-26,Fishing with John,1991,https://boxd.it/1Ck6jX,,,on phone,2021-01-25
2021-01-27,The White Tiger,2021,https://boxd.it/1Codwn,3.5,,,2021-01-26
2021-01-27,"Paris, Texas",1984,https://boxd.it/1Cqfg1,4,,w/ lukas,2021-01-26
2021-01-27,Pickpocket,1959,https://boxd.it/1CrWHB,4,,,2021-01-26
2021-01-28,Kirikou and the Sorceress,1998,https://boxd.it/1Cyegb,3.5,,,2021-01-27
2021-01-28,The Seventh Seal,1957,https://boxd.it/1CzQyz,4.5,,w/ lukas,2021-01-27
2021-01-29,Penguins of Madagascar,2014,https://boxd.it/1CDm3p,,Yes,,2021-01-28
2021-01-29,Sympathy for Mr. Vengeance,2002,https://boxd.it/1CGJbH,4.5,,w/ lukas,2021-01-28
2021-01-30,The Dig,2021,https://boxd.it/1CKr1x,3,,,2021-01-29
2021-01-30,Gnome Alone,2017,https://boxd.it/1CLgQV,1,,,2021-01-29
2021-01-30,Marketa Lazarová,1967,https://boxd.it/1CPLfJ,5,,,2021-01-30
2021-02-01,"Yes, God, Yes",2019,https://boxd.it/1Dbk31,3,,,2021-01-31
2021-02-02,Below Zero,2021,https://boxd.it/1DfyNb,3,,,2021-02-01
2021-02-02,The Ascent,1977,https://boxd.it/1DkoZ7,5,,,2021-02-01
2021-02-03,Palmer,2021,https://boxd.it/1DoTcX,3,,,2021-02-02
2021-02-04,Lady Vengeance,2005,https://boxd.it/1Dy8Dn,4,,w/ lukas,2021-02-03
2021-02-05,Days of Heaven,1978,https://boxd.it/1DFWxX,3.5,,w/ lukas,2021-02-04
2021-02-05,Taste of Cherry,1997,https://boxd.it/1DI5Jx,5,,,2021-02-04
2021-02-06,Paths of Glory,1957,https://boxd.it/1DN3vt,4.5,,w/ lukas,2021-02-05
2021-02-07,Knives Out,2019,https://boxd.it/1E0LKt,4,Yes,w/ lukas,2021-02-06
2021-02-08,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/1EaLa1,,Yes,w/ lukas,2021-02-07
2021-02-09,The Kid,1921,https://boxd.it/1EexOp,3,,,2021-02-08
2021-02-09,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/1Ejctb,,Yes,w/ lukas,2021-02-08
2021-02-10,Modern Times,1936,https://boxd.it/1Ems93,3.5,,,2021-02-09
2021-02-10,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/1EpW81,,Yes,w/ lukas,2021-02-09
2021-02-11,Star Wars,1977,https://boxd.it/1EwrD7,4.5,Yes,w/ lukas,2021-02-10
2021-02-12,A Dog's Life,1918,https://boxd.it/1EB9Kf,3,,,2021-02-11
2021-02-12,The Empire Strikes Back,1980,https://boxd.it/1EDFlb,5,Yes,w/ lukas,2021-02-11
2021-02-12,Return of the Jedi,1983,https://boxd.it/1EFOr7,4.5,Yes,w/ lukas,2021-02-11
2021-02-13,Star Wars: The Force Awakens,2015,https://boxd.it/1EOIef,3.5,Yes,w/ lukas,2021-02-12
2021-02-14,Star Wars: The Last Jedi,2017,https://boxd.it/1EZ2Al,4,Yes,w/ lukas,2021-02-13
2021-02-15,Chungking Express,1994,https://boxd.it/1F7KTn,4,,,2021-02-14
2021-02-15,Star Wars: The Rise of Skywalker,2019,https://boxd.it/1F9VvP,2.5,,w/ lukas,2021-02-14
2021-02-16,Rogue One: A Star Wars Story,2016,https://boxd.it/1FjT9d,2.5,Yes,w/ lukas,2021-02-15
2021-02-17,Fallen Angels,1995,https://boxd.it/1Fr00V,4.5,,,2021-02-16
2021-02-17,Solo: A Star Wars Story,2018,https://boxd.it/1FsIAl,3,Yes,w/ lukas,2021-02-16
2021-02-18,Yi Yi,2000,https://boxd.it/1FBmgr,4.5,,,2021-02-17
2021-02-19,A Brighter Summer Day,1991,https://boxd.it/1FJmU3,5,,,2021-02-18
2021-02-20,Malcolm & Marie,2021,https://boxd.it/1FMGRf,,,,2021-02-19
2021-02-20,Fanny and Alexander,1982,https://boxd.it/1FSc37,5,,,2021-02-19
2021-02-21,Close-Up,1990,https://boxd.it/1FX3Gp,4,,,2021-02-20
2021-02-21,The Passion of Joan of Arc,1928,https://boxd.it/1FYvMd,4,,,2021-02-20
2021-02-21,Under the Skin,2013,https://boxd.it/1G2Ith,4.5,,"w/ lukas, blu-ray",2021-02-20
2021-02-22,Wild Strawberries,1957,https://boxd.it/1Gd9Kp,3.5,,,2021-02-21
2021-02-23,The Little Things,2021,https://boxd.it/1GhmjJ,2.5,,,2021-02-22
2021-02-23,Se7en,1995,https://boxd.it/1GlbKd,4,Yes,w/ lukas,2021-02-22
2021-02-24,GoodFellas,1990,https://boxd.it/1Gt3LN,4.5,,w/ lukas,2021-02-23
2021-02-25,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/1GAq3t,4,,w/ lukas,2021-02-24
2021-02-26,Paper Moon,1973,https://boxd.it/1GDwtD,4.5,,,2021-02-25
2021-02-26,The Grand Budapest Hotel,2014,https://boxd.it/1GGu3T,5,Yes,"w/ lukas, blu-ray",2021-02-25
2021-02-27,Blade Runner 2049,2017,https://boxd.it/1GPCxv,5,,"w/ lukas, blu-ray",2021-02-26
2021-02-28,The Shape of Water,2017,https://boxd.it/1GX2XN,4,,,2021-02-27
2021-03-01,The Texas Chain Saw Massacre,1974,https://boxd.it/1H9cWp,4,,w/ lukas,2021-02-28
2021-03-02,Old Joy,2006,https://boxd.it/1HfxuN,,,,2021-03-01
2021-03-02,Rushmore,1998,https://boxd.it/1HgNUz,4.5,Yes,"w/ lukas, blu-ray",2021-03-01
2021-03-03,Following,1998,https://boxd.it/1Hke6n,3,,,2021-03-02
2021-03-03,Back to the Future,1985,https://boxd.it/1HoyuR,4,,w/ lukas,2021-03-02
2021-03-04,The Double Life of Véronique,1991,https://boxd.it/1HvEGt,4.5,,w/ lukas,2021-03-03
2021-03-05,Badlands,1973,https://boxd.it/1HBooP,3.5,,w/ lukas,2021-03-04
2021-03-06,Black Mirror: Shut Up and Dance,2016,https://boxd.it/1HG1El,3,,,2021-03-05
2021-03-06,Black Mirror: Nosedive,2016,https://boxd.it/1HGJcZ,3.5,,,2021-03-05
2021-03-06,The Lure,2015,https://boxd.it/1HL00p,3,,w/ lukas,2021-03-05
2021-03-06,The Truman Show,1998,https://boxd.it/1HLYJJ,4,,w/ lukas,2021-03-06
2021-03-07,Twilight,2008,https://boxd.it/1HTcDT,,,,2021-03-06
2021-03-07,Little Miss Sunshine,2006,https://boxd.it/1HWlcj,4,,,2021-03-06
2021-03-07,We Bare Bears: The Movie,2020,https://boxd.it/1HWlR7,3,,,2021-03-06
2021-03-08,Minari,2020,https://boxd.it/1I3rcj,4,,"in theater, w/ lukas",2021-03-07
2021-03-08,Slow West,2015,https://boxd.it/1I5Ter,4.5,,,2021-03-07
2021-03-09,Black Mirror: Playtest,2016,https://boxd.it/1I99T7,3,,,2021-03-08
2021-03-09,Black Mirror: San Junipero,2016,https://boxd.it/1Iacf7,4,,,2021-03-08
2021-03-09,Punch-Drunk Love,2002,https://boxd.it/1IdCIb,4.5,Yes,"blu-ray, w/ lukas",2021-03-08
2021-03-10,Black Mirror: Men Against Fire,2016,https://boxd.it/1Ig7y1,2.5,,,2021-03-09
2021-03-10,Black Mirror: Hated in the Nation,2016,https://boxd.it/1Ih8SX,3,,,2021-03-09
2021-03-10,WandaVision,2021,https://boxd.it/1IkU6j,3.5,,w/ lukas,2021-03-09
2021-03-10,Moonrise Kingdom,2012,https://boxd.it/1IkVfh,4,Yes,"blu-ray, w/ lukas",2021-03-09
2021-03-11,8½,1963,https://boxd.it/1Is7nL,4.5,,"blu-ray, w/ lukas",2021-03-10
2021-03-13,My Neighbor Totoro,1988,https://boxd.it/1IGBxp,4.5,Yes,w/ lukas,2021-03-12
2021-03-14,A Ghost Story,2017,https://boxd.it/1IPPKv,4.5,Yes,,2021-03-13
