Date,Name,Year,Letterboxd URI
2020-08-26,The Lorax,2012,https://boxd.it/2w9M
2020-08-27,Sunset Boulevard,1950,https://boxd.it/2a20
2020-08-27,The Handmaiden,2016,https://boxd.it/948A
2020-08-27,Climax,2018,https://boxd.it/ikvo
2020-08-28,Anima,2019,https://boxd.it/mxuc
2020-08-29,Star Wars: The Rise of Skywalker,2019,https://boxd.it/5xlK
2020-08-29,Bert Kreischer: Hey Big Boy,2020,https://boxd.it/paC4
2020-08-29,Bert Kreischer: Secret Time,2018,https://boxd.it/jNla
2020-08-29,Ronny Chieng: Asian Comedian Destroys America!,2019,https://boxd.it/o8SC
2020-08-29,Dave Chappelle: Sticks & Stones,2019,https://boxd.it/n8fy
2020-08-29,The Boss Baby,2017,https://boxd.it/9mfO
2020-08-29,World of Tomorrow,2015,https://boxd.it/9Gr6
2020-08-29,Chef,2014,https://boxd.it/6lCG
2020-08-29,The Muppets,2011,https://boxd.it/1zg
2020-08-29,Curious George,2006,https://boxd.it/1Xos
2020-08-29,The Adventures of Sharkboy and Lavagirl,2005,https://boxd.it/1Ozm
2020-08-30,Inception,2010,https://boxd.it/1skk
2020-08-31,The Young and the Damned,1950,https://boxd.it/29AA
2020-08-31,Hereditary,2018,https://boxd.it/hNVe
2020-09-01,The Witch,2015,https://boxd.it/9X0m
2020-09-02,The Master,2012,https://boxd.it/2cBG
2020-09-04,Persona,1966,https://boxd.it/29B4
2020-09-05,I'm Thinking of Ending Things,2020,https://boxd.it/i4IQ
2020-09-05,La Haine,1995,https://boxd.it/2as8
2020-09-06,Ivan's Childhood,1962,https://boxd.it/1j6y
2020-09-07,Project Power,2020,https://boxd.it/ml8S
2020-09-07,The Face of Another,1966,https://boxd.it/1nso
2020-09-08,Three Colours: Red,1994,https://boxd.it/2b7q
2020-09-08,The Willoughbys,2020,https://boxd.it/kv2G
2020-09-08,Due Date,2010,https://boxd.it/YFs
2020-09-09,Get Duked!,2019,https://boxd.it/llgK
2020-09-10,Three Colours: Blue,1993,https://boxd.it/2b7K
2020-09-10,Suspiria,2018,https://boxd.it/cioI
2020-09-11,Blow the Man Down,2019,https://boxd.it/lzJ2
2020-09-11,Guns Akimbo,2019,https://boxd.it/gkFu
2020-09-11,Ghost in the Shell,1995,https://boxd.it/1YYc
2020-09-12,Paterson,2016,https://boxd.it/cRk2
2020-09-13,Cries and Whispers,1972,https://boxd.it/1WK8
2020-09-15,Being John Malkovich,1999,https://boxd.it/2ahu
2020-09-16,Winter Light,1963,https://boxd.it/1nrU
2020-09-23,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK
2020-09-25,Punch-Drunk Love,2002,https://boxd.it/20E4
2020-09-28,Requiem for a Dream,2000,https://boxd.it/29VI
2020-10-07,We Need to Talk About Kevin,2011,https://boxd.it/2pTS
2020-10-09,In This Corner of the World,2016,https://boxd.it/d9kY
2020-10-11,Enola Holmes,2020,https://boxd.it/hX2o
2020-10-12,Halloween,1978,https://boxd.it/2wRu
2020-10-14,Ichi the Killer,2001,https://boxd.it/1Y1O
2020-10-16,Mandy,2018,https://boxd.it/gtti
2020-10-18,Enter the Void,2009,https://boxd.it/1dy2
2020-10-26,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0
2020-11-11,The Pirates! In an Adventure with Scientists!,2012,https://boxd.it/2p1w
2020-11-11,Lost in Translation,2003,https://boxd.it/2b0E
2020-11-12,A Shaun the Sheep Movie: Farmageddon,2019,https://boxd.it/eXfm
2020-11-12,Twin Peaks,1989,https://boxd.it/g8pk
2020-11-13,The Lego Movie,2014,https://boxd.it/4pDO
2020-11-14,Pokémon Detective Pikachu,2019,https://boxd.it/fVA0
2020-11-14,Invader Zim: Enter the Florpus,2019,https://boxd.it/gXDM
2020-11-15,The Red Turtle,2016,https://boxd.it/bdkE
2020-11-15,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw
2020-11-16,The Squid and the Whale,2005,https://boxd.it/1VAG
2020-11-17,Children of Men,2006,https://boxd.it/1Y2i
2020-11-17,Paddleton,2019,https://boxd.it/j4YQ
2020-11-18,Dick Johnson Is Dead,2020,https://boxd.it/oigy
2020-11-18,The Platform,2019,https://boxd.it/mUm6
2020-11-19,L'Argent,1983,https://boxd.it/XIg
2020-11-26,#Alive,2020,https://boxd.it/mJl2
2020-11-27,The Croods,2013,https://boxd.it/FRE
2020-11-27,His House,2020,https://boxd.it/l8Qq
2020-11-28,The Royal Tenenbaums,2001,https://boxd.it/1YHU
2020-11-29,Cold War,2018,https://boxd.it/fEoc
2020-11-29,Rushmore,1998,https://boxd.it/1TAO
2020-11-30,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw
2020-12-01,The Last Black Man in San Francisco,2019,https://boxd.it/iWAw
2020-12-02,The Neon Demon,2016,https://boxd.it/9AnW
2020-12-03,Polytechnique,2009,https://boxd.it/1AMG
2020-12-04,Lovers Rock,2020,https://boxd.it/Cpn0
2020-12-05,Klaus,2019,https://boxd.it/ipoi
2020-12-06,Sound of Metal,2019,https://boxd.it/i7Q4
2020-12-07,Manchester by the Sea,2016,https://boxd.it/b2L0
2020-12-08,The Usual Suspects,1995,https://boxd.it/29XE
2020-12-09,The Killing,1956,https://boxd.it/2aMi
2020-12-09,"Red, White and Blue",2020,https://boxd.it/siQE
2020-12-10,Harold and Maude,1971,https://boxd.it/2axM
2020-12-10,Call Me by Your Name,2017,https://boxd.it/dYmm
2020-12-11,"O Brother, Where Art Thou?",2000,https://boxd.it/2b3I
2020-12-12,Alex Wheatle,2020,https://boxd.it/sff6
2020-12-14,Hard Eight,1996,https://boxd.it/20DU
2020-12-15,The Virgin Suicides,1999,https://boxd.it/28JG
2020-12-16,Night of the Living Dead,1968,https://boxd.it/1WwA
2020-12-17,Mangrove,2020,https://boxd.it/qEAa
2020-12-17,Amélie,2001,https://boxd.it/2aUc
2020-12-17,Opera,1987,https://boxd.it/1E2M
2020-12-18,Education,2020,https://boxd.it/sTpK
2020-12-19,The Fog,1980,https://boxd.it/29Cc
2020-12-19,Ernest & Celestine,2012,https://boxd.it/493A
2020-12-20,Swans: Where Does a Body End?,2019,https://boxd.it/lSh2
2020-12-21,ThanksKilling,2008,https://boxd.it/gcG
2020-12-21,Deep Red,1975,https://boxd.it/1E1E
2020-12-21,Evil Dead II,1987,https://boxd.it/29Ge
2020-12-22,The Slumber Party Massacre,1982,https://boxd.it/1rIq
2020-12-22,Stranger Than Paradise,1984,https://boxd.it/2ajU
2020-12-22,Solaris,1972,https://boxd.it/2a2Y
2020-12-23,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm
2020-12-23,2001: A Space Odyssey,1968,https://boxd.it/2bf0
2020-12-24,Never Rarely Sometimes Always,2020,https://boxd.it/lWJk
2020-12-24,Time,2020,https://boxd.it/oiOA
2020-12-26,Soul,2020,https://boxd.it/ioLA
2020-12-27,Tigertail,2020,https://boxd.it/jRik
2020-12-27,City of God,2002,https://boxd.it/2a2a
2020-12-27,Over the Moon,2020,https://boxd.it/kv2Q
2020-12-28,On the Rocks,2020,https://boxd.it/l8aY
2020-12-28,Wolfwalkers,2020,https://boxd.it/fGrC
2020-12-28,Le Samouraï,1967,https://boxd.it/22ZI
2020-12-29,Autumn Sonata,1978,https://boxd.it/1Rio
2020-12-29,Videodrome,1983,https://boxd.it/29uC
2020-12-29,In the Mood for Love,2000,https://boxd.it/29tE
2020-12-30,Before Sunrise,1995,https://boxd.it/2bcU
2020-12-30,Before Sunset,2004,https://boxd.it/2bcg
2020-12-30,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO
2020-12-31,The 400 Blows,1959,https://boxd.it/2b1C
2020-12-31,Da 5 Bloods,2020,https://boxd.it/lnXw
2021-01-01,Mulholland Drive,2001,https://boxd.it/297o
2021-01-01,Phantom Thread,2017,https://boxd.it/e4uc
2021-01-02,20th Century Women,2016,https://boxd.it/bqU6
2021-01-02,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/dSp0
2021-01-03,Django Unchained,2012,https://boxd.it/2cCk
2021-01-04,Rilakkuma and Kaoru,2019,https://boxd.it/mwug
2021-01-04,The Hateful Eight,2015,https://boxd.it/8gw8
2021-01-06,The Evil Dead,1981,https://boxd.it/29Go
2021-01-06,The Holy Mountain,1973,https://boxd.it/20mu
2021-01-07,Kill la Kill,2013,https://boxd.it/px0M
2021-01-07,Ida,2013,https://boxd.it/6fRg
2021-01-08,Funny Games,1997,https://boxd.it/1WKM
2021-01-09,The Turin Horse,2011,https://boxd.it/2Qsk
2021-01-10,The Irishman,2019,https://boxd.it/dYOq
2021-01-11,Mank,2020,https://boxd.it/mIuC
2021-01-11,Gravity,2013,https://boxd.it/GZY
2021-01-12,Death Note,2006,https://boxd.it/psEs
2021-01-12,Devilman Crybaby,2018,https://boxd.it/muwa
2021-01-13,Death Note,2017,https://boxd.it/bOS4
2021-01-13,A Serious Man,2009,https://boxd.it/1RFW
2021-01-14,Hubie Halloween,2020,https://boxd.it/mQwm
2021-01-14,"Hail, Caesar!",2016,https://boxd.it/881G
2021-01-15,Extraction,2020,https://boxd.it/jUjA
2021-01-15,Carol,2015,https://boxd.it/7DPK
2021-01-16,Violet Evergarden,2018,https://boxd.it/px3Q
2021-01-16,We Can Be Heroes,2020,https://boxd.it/mLc2
2021-01-16,"Violet Evergarden: The Day You Will Understand ""Love"" Will Surely Come",2018,https://boxd.it/kl3Y
2021-01-16,Blue Velvet,1986,https://boxd.it/29BI
2021-01-17,Night on Earth,1991,https://boxd.it/2ayq
2021-01-18,Beastie Boys Story,2020,https://boxd.it/oIW6
2021-01-18,Juno,2007,https://boxd.it/210a
2021-01-19,American Honey,2016,https://boxd.it/bk7C
2021-01-21,Violet Evergarden: Eternity and the Auto Memory Doll,2019,https://boxd.it/mzze
2021-01-22,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q
2021-01-23,All Dogs Go to Heaven,1989,https://boxd.it/1TIo
2021-01-24,The Queen's Gambit,2020,https://boxd.it/s1Ym
2021-01-24,Modest Heroes,2018,https://boxd.it/iDYa
2021-01-25,Beau Travail,1999,https://boxd.it/1NI8
2021-01-25,Kuroneko,1968,https://boxd.it/12mE
2021-01-26,Killer Klowns from Outer Space,1988,https://boxd.it/1Kpi
2021-01-26,Tampopo,1985,https://boxd.it/1SZe
2021-01-26,Fishing with John,1991,https://boxd.it/gtsu
2021-01-27,The White Tiger,2021,https://boxd.it/nhg6
2021-01-27,The Burden,2017,https://boxd.it/gkhM
2021-01-27,"Paris, Texas",1984,https://boxd.it/29Ts
2021-01-27,Pickpocket,1959,https://boxd.it/29O8
2021-01-28,Kirikou and the Sorceress,1998,https://boxd.it/1C3y
2021-01-28,The Seventh Seal,1957,https://boxd.it/2ahO
2021-01-29,Penguins of Madagascar,2014,https://boxd.it/89tc
2021-01-29,Sympathy for Mr. Vengeance,2002,https://boxd.it/23WU
2021-01-30,The Dig,2021,https://boxd.it/jo2i
2021-01-30,Gnome Alone,2017,https://boxd.it/gIJU
2021-01-30,Marketa Lazarová,1967,https://boxd.it/1uSS
2021-02-01,"Yes, God, Yes",2019,https://boxd.it/jaGS
2021-02-02,Below Zero,2021,https://boxd.it/lDY6
2021-02-02,The Ascent,1977,https://boxd.it/Eew
2021-02-03,Palmer,2021,https://boxd.it/gmRW
2021-02-04,Lady Vengeance,2005,https://boxd.it/248G
2021-02-05,Days of Heaven,1978,https://boxd.it/1JRg
2021-02-05,Taste of Cherry,1997,https://boxd.it/1m8W
2021-02-06,Paths of Glory,1957,https://boxd.it/29b6
2021-02-09,The Kid,1921,https://boxd.it/1X5U
2021-02-10,Modern Times,1936,https://boxd.it/25MC
2021-02-12,A Dog's Life,1918,https://boxd.it/1b5s
2021-02-14,Star Wars: The Last Jedi,2017,https://boxd.it/5xme
2021-02-15,Chungking Express,1994,https://boxd.it/1UDa
2021-02-17,Fallen Angels,1995,https://boxd.it/1UkW
2021-02-18,James and the Giant Peach,1996,https://boxd.it/1W0O
2021-02-18,Yi Yi,2000,https://boxd.it/1vCw
2021-02-19,A Brighter Summer Day,1991,https://boxd.it/1Luy
2021-02-20,Malcolm & Marie,2021,https://boxd.it/r5cO
2021-02-20,Fanny and Alexander,1982,https://boxd.it/22go
2021-02-21,Close-Up,1990,https://boxd.it/1m9q
2021-02-21,The Passion of Joan of Arc,1928,https://boxd.it/29DO
2021-02-21,Under the Skin,2013,https://boxd.it/3mDa
2021-02-22,Wild Strawberries,1957,https://boxd.it/29ZU
2021-02-23,The Little Things,2021,https://boxd.it/mdxU
2021-02-24,GoodFellas,1990,https://boxd.it/29FA
2021-02-25,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/29eY
2021-02-26,Paper Moon,1973,https://boxd.it/1Ud2
2021-02-27,Blade Runner 2049,2017,https://boxd.it/b8wK
2021-02-28,The Shape of Water,2017,https://boxd.it/dZ5m
2021-03-01,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS
2021-03-02,Yesterday,2019,https://boxd.it/iF7M
2021-03-02,Old Joy,2006,https://boxd.it/1tIW
2021-03-03,Following,1998,https://boxd.it/1Tj4
2021-03-03,Back to the Future,1985,https://boxd.it/2b8e
2021-03-04,The Double Life of Véronique,1991,https://boxd.it/28va
2021-03-05,Badlands,1973,https://boxd.it/25Fm
2021-03-06,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq
2021-03-06,Black Mirror: Nosedive,2016,https://boxd.it/hK9G
2021-03-06,The Lure,2015,https://boxd.it/d3mE
2021-03-06,The Truman Show,1998,https://boxd.it/18U8
2021-03-07,Twilight,2008,https://boxd.it/1Zui
2021-03-07,Little Miss Sunshine,2006,https://boxd.it/29EW
2021-03-07,We Bare Bears: The Movie,2020,https://boxd.it/pg7m
2021-03-08,Minari,2020,https://boxd.it/mL9M
2021-03-08,Slow West,2015,https://boxd.it/6CwK
2021-03-09,Black Mirror: Playtest,2016,https://boxd.it/hRR6
2021-03-09,Black Mirror: San Junipero,2016,https://boxd.it/k4aS
2021-03-10,Maniac,2018,https://boxd.it/jX9y
2021-03-10,Black Mirror: Men Against Fire,2016,https://boxd.it/hSBS
2021-03-10,Black Mirror: Hated in the Nation,2016,https://boxd.it/hSBI
2021-03-10,WandaVision,2021,https://boxd.it/sbGW
2021-03-11,8½,1963,https://boxd.it/2aqm
2021-03-15,Birdboy: The Forgotten Children,2015,https://boxd.it/cj8w
2021-03-18,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2
2021-03-19,The Secret Life of Pets 2,2019,https://boxd.it/ewPM
2021-03-20,Turbo,2013,https://boxd.it/2Hzw
2021-03-20,Puss in Boots,2011,https://boxd.it/eL34
2021-03-21,Surf's Up,2007,https://boxd.it/1YKY
2021-03-26,Joker,2019,https://boxd.it/h4cS
2021-03-28,Mr. Peabody & Sherman,2014,https://boxd.it/2TRM
2021-03-31,Bad Trip,2021,https://boxd.it/lgRG
2021-04-01,The Girl with the Dragon Tattoo,2011,https://boxd.it/2Pa
2021-04-02,Godzilla vs. Kong,2021,https://boxd.it/e0qK
2021-04-03,Black Mirror: Crocodile,2017,https://boxd.it/hRoS
2021-04-03,Black Mirror: Arkangel,2017,https://boxd.it/hQXW
2021-04-03,Nostalgia,1983,https://boxd.it/28Qi
2021-04-04,Jennifer's Body,2009,https://boxd.it/1Efw
2021-04-04,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW
2021-04-05,Tetsuo: The Iron Man,1989,https://boxd.it/ZoM
2021-04-06,Seven Samurai,1954,https://boxd.it/2axi
2021-04-06,After Hours,1985,https://boxd.it/1VfS
2021-04-07,Blood Simple,1984,https://boxd.it/1U16
2021-04-09,I Saw the Devil,2010,https://boxd.it/FaK
2021-04-10,Holy Motors,2012,https://boxd.it/3wai
2021-04-11,Kevin Hart: I'm a Grown Little Man,2009,https://boxd.it/1qMQ
2021-04-12,A Girl Walks Home Alone at Night,2014,https://boxd.it/7nZE
2021-04-13,Normal People,2020,https://boxd.it/q2VY
2021-04-15,Ikiru,1952,https://boxd.it/251c
2021-04-16,Bottle Rocket,1996,https://boxd.it/1PDa
2021-04-25,The Wind Rises,2013,https://boxd.it/4JQS
2021-04-26,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/DdM
2021-04-27,Dogtooth,2009,https://boxd.it/158K
2021-04-29,PlayTime,1967,https://boxd.it/1WLK
2021-04-30,The Falcon and the Winter Soldier,2021,https://boxd.it/sbH6
2021-05-01,A Touch of Sin,2013,https://boxd.it/5Fvo
2021-05-02,The Secret of Kells,2009,https://boxd.it/1sMI
2021-05-04,A Boy and His Dog,1975,https://boxd.it/23FO
2021-05-04,Suspiria,1977,https://boxd.it/1SNW
2021-05-05,The Girl Without Hands,2016,https://boxd.it/dThQ
2021-05-05,Interstellar,2014,https://boxd.it/4VZ8
2021-05-06,The Painting,2011,https://boxd.it/3nSA
2021-05-07,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS
2021-05-10,Tom Segura: Disgraceful,2018,https://boxd.it/hWLi
2021-05-11,The Rider,2017,https://boxd.it/gazw
2021-05-24,Hunger,2008,https://boxd.it/1Wso
2021-05-25,The Twilight Saga: Breaking Dawn – Part 2,2012,https://boxd.it/DdC
2021-05-27,Au Revoir les Enfants,1987,https://boxd.it/288U
2021-06-03,Sicario,2015,https://boxd.it/8i7u
2021-06-04,Bo Burnham: Inside,2021,https://boxd.it/v2uy
2021-06-08,Bo Burnham: Make Happy,2016,https://boxd.it/e436
2021-06-15,Pride & Prejudice,2005,https://boxd.it/24u8
2021-06-23,Luca,2021,https://boxd.it/ipjC
2021-07-19,Pig,2021,https://boxd.it/nzoW
2021-07-23,Cléo from 5 to 7,1962,https://boxd.it/2agm
2021-07-24,Angel's Egg,1985,https://boxd.it/1LeA
2021-07-28,Only Lovers Left Alive,2013,https://boxd.it/4O1U
2021-07-29,Loki,2021,https://boxd.it/sbHg
2021-07-30,The Green Knight,2021,https://boxd.it/kuy2
2021-08-05,Enemy,2013,https://boxd.it/5xtO
2021-08-06,Louise by the Shore,2016,https://boxd.it/eBgC
2021-08-07,The Suicide Squad,2021,https://boxd.it/fw6O
2021-08-25,A Town Called Panic,2009,https://boxd.it/11ki
2021-08-26,The Wolf House,2018,https://boxd.it/i1vE
2021-08-27,Mind Game,2004,https://boxd.it/1Bv2
2021-08-28,Paprika,2006,https://boxd.it/23wW
2021-08-29,The Other Woman,2014,https://boxd.it/5Q3U
2021-09-01,The Spirit of the Beehive,1973,https://boxd.it/24eY
2021-09-09,Bacurau,2019,https://boxd.it/fSUG
2021-09-11,Phoenix,2014,https://boxd.it/7u46
2021-09-13,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/1MKi
2021-09-16,Evangelion: 2.0 You Can (Not) Advance,2009,https://boxd.it/1zYm
2021-09-23,Evangelion: 3.0 You Can (Not) Redo,2012,https://boxd.it/2BwG
2021-09-24,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,https://boxd.it/8LnQ
2021-09-27,The Host,2006,https://boxd.it/28ZY
2021-09-30,The Discreet Charm of the Bourgeoisie,1972,https://boxd.it/2440
2021-10-07,Titane,2021,https://boxd.it/nlQC
2021-10-14,Raw,2016,https://boxd.it/dLd2
2021-10-23,The Game,1997,https://boxd.it/26vC
2021-10-25,Annette,2021,https://boxd.it/f0RS
2021-10-26,The Descent,2005,https://boxd.it/1YNy
2021-10-27,Squid Game,2021,https://boxd.it/x1OG
2021-10-28,Dune,2021,https://boxd.it/fA7G
2021-11-08,Ran,1985,https://boxd.it/1Tlu
2021-11-11,Her,2013,https://boxd.it/4O24
2021-11-12,(500) Days of Summer,2009,https://boxd.it/1EmM
2021-11-16,ParaNorman,2012,https://boxd.it/2FuY
2021-11-27,No Time to Die,2021,https://boxd.it/cPX2
2021-12-04,The Hunt,2012,https://boxd.it/3wEC
2021-12-06,Uncle Boonmee Who Can Recall His Past Lives,2010,https://boxd.it/168Q
2021-12-10,Satantango,1994,https://boxd.it/1j9M
2021-12-21,Spider-Man: No Way Home,2021,https://boxd.it/nwRw
2021-12-28,The Tree of Life,2011,https://boxd.it/1Zu8
2022-01-01,Licorice Pizza,2021,https://boxd.it/qTKY
2022-01-04,Shang-Chi and the Legend of the Ten Rings,2021,https://boxd.it/kLDI
2022-01-11,Venom: Let There Be Carnage,2021,https://boxd.it/llco
2022-01-13,Zola,2020,https://boxd.it/jEWQ
2022-01-21,Onward,2020,https://boxd.it/io92
2022-01-23,Drive My Car,2021,https://boxd.it/sv94
2022-02-01,The Alpinist,2021,https://boxd.it/psEM
2022-02-05,The Amazing Spider-Man,2012,https://boxd.it/27PI
2022-02-14,The Ice Age Adventures of Buck Wild,2022,https://boxd.it/t7Ou
2022-02-25,The Power of the Dog,2021,https://boxd.it/m99E
2022-03-03,The Night of the Hunter,1955,https://boxd.it/25HW
2022-03-10,Saw,2004,https://boxd.it/2aWW
2022-03-11,The Batman,2022,https://boxd.it/eDGs
2022-03-19,Hilda and the Mountain King,2021,https://boxd.it/tHmQ
2022-03-28,Turning Red,2022,https://boxd.it/ipkq
2022-04-10,The Purge: Anarchy,2014,https://boxd.it/71zk
2022-04-16,Irreversible,2002,https://boxd.it/29as
2022-04-17,Save the Green Planet!,2003,https://boxd.it/1Uco
2022-04-17,Josep,2020,https://boxd.it/poN6
2022-04-20,The Hand of God,2021,https://boxd.it/r5uI
2022-04-27,The Northman,2022,https://boxd.it/nK2s
2022-05-01,My Friend Dahmer,2017,https://boxd.it/fQ7W
2022-05-06,Inside,2007,https://boxd.it/1QqG
2022-05-13,Shiva Baby,2020,https://boxd.it/oIv0
2022-05-15,Possessor,2020,https://boxd.it/fsJW
2022-05-15,Re-Animator,1985,https://boxd.it/28hM
2022-05-16,The Beyond,1981,https://boxd.it/1FtY
2022-05-16,Charlie Says,2018,https://boxd.it/gUKA
2022-05-18,Ex Machina,2015,https://boxd.it/7T2k
2022-05-19,Antichrist,2009,https://boxd.it/1Inu
2022-05-20,Knife+Heart,2018,https://boxd.it/h5ko
2022-05-20,Kiki's Delivery Service,1989,https://boxd.it/1JAY
2022-05-22,Don't F**k with Cats: Hunting an Internet Killer,2019,https://boxd.it/oqjq
2022-05-24,Oldboy,2013,https://boxd.it/35AS
2022-05-27,Sorry to Bother You,2018,https://boxd.it/f21E
2022-05-29,Premonition,2007,https://boxd.it/1Xqe
2022-06-02,Columbus,2017,https://boxd.it/eCuA
2022-06-03,The French Dispatch,2021,https://boxd.it/jLP8
2022-06-05,The House,2022,https://boxd.it/yVza
2022-06-06,Jackass 4.5,2022,https://boxd.it/vfTm
2022-06-06,The Dirt,2019,https://boxd.it/aGN4
2022-06-08,The Summit of the Gods,2021,https://boxd.it/qFIu
2022-06-11,Norm Macdonald: Nothing Special,2022,https://boxd.it/AOEG
2022-06-13,Corpse Bride,2005,https://boxd.it/24WQ
2022-06-20,Mad God,2021,https://boxd.it/vVPm
2022-06-24,Wendy and Lucy,2008,https://boxd.it/1Zx2
2022-06-26,Damnation,1988,https://boxd.it/1E28
2022-07-03,Inherent Vice,2014,https://boxd.it/5hla
2022-07-04,Boogie Nights,1997,https://boxd.it/23um
2022-07-10,Breathless,1960,https://boxd.it/2aIK
2022-07-11,Thor: Love and Thunder,2022,https://boxd.it/mMAY
2022-07-15,Forgotten,2017,https://boxd.it/hAJE
2022-07-16,Hard to Be a God,2013,https://boxd.it/3Ido
2022-07-20,Ugetsu,1953,https://boxd.it/1NyM
2022-07-23,Aniara,2018,https://boxd.it/hUMe
2022-07-27,Ocean Waves,1993,https://boxd.it/1CtQ
2022-07-28,Tales from Earthsea,2006,https://boxd.it/17ae
2022-08-04,Don't Look Up,2021,https://boxd.it/o0Hc
2022-08-08,Top Gun,1986,https://boxd.it/29JC
2022-08-08,"tick, tick...BOOM!",2021,https://boxd.it/jz2e
2022-08-12,Freddy Got Fingered,2001,https://boxd.it/1QGk
2022-08-12,Dumb and Dumber To,2014,https://boxd.it/3qPk
2022-08-15,Angst,1983,https://boxd.it/1G46
2022-08-17,Everything Everywhere All at Once,2022,https://boxd.it/jUk4
2022-08-20,Prey,2022,https://boxd.it/sNBU
2022-08-20,Inside the Mind of a Cat,2022,https://boxd.it/BV14
2022-08-21,Safer at Home,2021,https://boxd.it/tOTW
2022-08-23,Marrowbone,2017,https://boxd.it/dZVC
2022-08-26,Anomalisa,2015,https://boxd.it/97TE
2022-08-28,Marcel the Shell with Shoes On,2021,https://boxd.it/wMAk
2022-08-30,Color Adjustment,1992,https://boxd.it/6dl8
2022-09-04,Shame,2011,https://boxd.it/2CxU
2022-09-06,Incantation,2022,https://boxd.it/wFiI
2022-09-06,The Darjeeling Limited,2007,https://boxd.it/24as
2022-09-08,Secret Sunshine,2007,https://boxd.it/27CY
2022-09-16,Barbarian,2022,https://boxd.it/yohi
2022-09-21,Slaying the Dragon: Reloaded,2011,https://boxd.it/uu8y
2022-09-27,Petite Maman,2021,https://boxd.it/s6je
2022-09-29,Cam,2018,https://boxd.it/iWvG
2022-10-17,"Synecdoche, New York",2008,https://boxd.it/23zw
2022-10-21,We Are the Flesh,2016,https://boxd.it/da30
2022-10-24,Us,2019,https://boxd.it/gnV6
2022-10-24,Memories of Murder,2003,https://boxd.it/1TSo
2022-10-31,A Field in England,2013,https://boxd.it/5tmk
2022-11-02,Kill List,2011,https://boxd.it/2z4g
2022-11-12,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8
2022-11-14,Fall,2022,https://boxd.it/Bf6G
2022-11-14,Our Idiot Brother,2011,https://boxd.it/hac
2022-11-16,Crimes of the Future,2022,https://boxd.it/uTuY
2022-11-22,Nope,2022,https://boxd.it/sDCe
2022-11-22,Dororo,2019,https://boxd.it/py3W
2022-11-22,Jungle,2017,https://boxd.it/dCpo
2022-11-22,mother!,2017,https://boxd.it/dgRU
2022-11-23,The Menu,2022,https://boxd.it/lScm
2022-11-25,The Impossible,2012,https://boxd.it/2N9k
2022-12-03,ONI: Thunder God's Tale,2022,https://boxd.it/Dj5Q
2022-12-13,Decision to Leave,2022,https://boxd.it/qp9e
2022-12-15,Guillermo del Toro's Pinocchio,2022,https://boxd.it/kjMW
2022-12-17,Wendell & Wild,2022,https://boxd.it/iwtu
2022-12-17,Emily the Criminal,2022,https://boxd.it/wBOq
2022-12-17,Top Gun: Maverick,2022,https://boxd.it/cjr4
2022-12-17,Bodies Bodies Bodies,2022,https://boxd.it/iRcE
2022-12-17,Bullet Train,2022,https://boxd.it/qW26
2022-12-20,Between Two Ferns: The Movie,2019,https://boxd.it/lw9g
2022-12-26,Prisoners,2013,https://boxd.it/4E5i
2022-12-27,Aftersun,2022,https://boxd.it/Arw0
2023-01-01,Babylon,2022,https://boxd.it/mM02
2023-01-05,Glass Onion,2022,https://boxd.it/oCkK
2023-01-11,White Noise,2022,https://boxd.it/rXgK
2023-01-12,Oldboy,2003,https://boxd.it/29R2
2023-01-19,Tenet,2020,https://boxd.it/leq4
2023-01-20,Big Time Adolescence,2019,https://boxd.it/jFke
2023-01-22,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie
2023-01-26,All Quiet on the Western Front,2022,https://boxd.it/H08
2023-01-26,Tangled,2010,https://boxd.it/15gO
2023-01-29,Infinity Pool,2023,https://boxd.it/oPSK
2023-02-08,Minions: The Rise of Gru,2022,https://boxd.it/fz9w
2023-02-09,Singin' in the Rain,1952,https://boxd.it/29oY
2023-02-12,The Voices,2014,https://boxd.it/7b3S
2023-02-24,Kingsman: The Golden Circle,2017,https://boxd.it/buJm
2023-02-24,Phase IV,1974,https://boxd.it/iDY
2023-03-19,Ritual,2000,https://boxd.it/14z6
2023-03-20,Eureka,2000,https://boxd.it/16TC
2023-03-23,Inside,2023,https://boxd.it/AagY
